24,,,,23,,,,22,,,,21,,,,20,,,,19,,,,18,,,,17,,,,16,,,,15,,,,14,,,,13,,,,12,,,,11,,,,10,,,,9,,,,8,,,,7,,,,6,,,,5,,,,4,,,,3,,,,2,,,,1,,,
Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date
,,,,,,,,,,,,,,,,,,,,가서 샘들이 한명씩 따라해보라고 시키심 ㅜ,,Text,2022.02.23 13:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,우리학교는 등교할때 무조건 교복... 무릎밑 5센치인가 그랬음,,Text,2022.02.23 13:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,시대차이나면 어뗘 이게 나인걸 ^.^?,,Text,2022.02.23 13:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,두발단속 있었지... ,,Text,2022.02.23 13:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,머리상해서 햇빛에 비칠때 갈색이어도 불려감 ㅜ,,Text,2022.02.23 13:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그래서 그냥 갈색 염색하고 ,,Text,2022.02.23 13:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아 쒬~ 이거 상한거라니까요~ 아~ ,,Text,2022.02.23 13:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하수영 특 쌤이랑 말할때 무조건 아~ 로 시작하기,,Text,2022.02.23 13:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,여중 특 거울있는 벽에 온갖 립스틱 비비 묻어있음,,Text,2022.02.23 13:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,매년 학년이 바뀌고 반이 바뀌어도... 다 똑같음...,,Text,2022.02.23 13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그리규 고등학교 때 우리쌤은 항상 등산복을 입으셨어,,Text,2022.02.23 13:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그래서 스승의날때 애들이랑 돈모아서 등산모자 선물해드림,,Text,2022.02.23 13:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,무슨과목이셨게,,Text,2022.02.23 13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,헉 소름  1학년 부장샘이었음......,,Text,2022.02.23 13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,역사샘,,Text,2022.02.23 13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 2학년때 쌤도 위에옷은 항상 등산복을 입으시고 바지를 꼭 배까지 올려입으셨음...,,Text,2022.02.23 13:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,과목은 달라졈ㅅ지만... 스타일은 비슷,,Text,2022.02.23 13:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,우리는 영어 수학 분반수업이었는뎅,,Text,2022.02.23 13:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,분반수업때 첫배정받고 들어갔는데 친한애 있으면 너무 신남,,Text,2022.02.23 13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,내친구자리면 책상에 편지적어놓기,,Text,2022.02.23 13:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,마자 수준별수업!!!,,Text,2022.02.23 13:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,개량한복은 경제쌤이 자주 입으셨어,,Text,2022.02.23 13:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2학년때 나는 보컬학원가야돼서 야자를 안했는데  청소시간에 샘이 맨날 나만 감시했음 ㅜㅜ 애들 다 매점가도 나만 잡으셨어ㅜㅜㅠㅠㅠㅠ 앞문틈 청소였는데 방금했는데도 샘이 왓다갔다하시면서,,Text,2022.02.23 13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,여바라 여기 먼지바라 하수영아 한번할때 제대로 해라고 어잉~?~? ,,Text,2022.02.23 13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하시면 맨날 아~ 쌤 샘이왓다갓다해서 생긴거같은데~ ㅡ.ㅡ,,Text,2022.02.23 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하고 꿀밤맞아줘야함...,,Text,2022.02.23 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그래서 내 친구들이 나 학원가게해주려고 샘이랑 일부러 수다떨어주고 했ㄹ었어 착한아이들...,,Text,2022.02.23 13:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,마자 그친구들이 아직까지 친구들 ㅜ ㅜ,,Text,2022.02.23 13:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그리고 뒷자리 앉을 때 애들이 뒷문 절대 안닫아서 너무 킹받았거둔?,,Text,2022.02.23 13:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"그래서 그림잘그리는 친구가 담임샘 얼굴그리고  (앞문틈청소시키던쌤) ""뒷문 쫌 닫아라 어잉~~~?"" 적어놨더니 잘 닫음...",,Text,2022.02.23 13:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그 쌤의 유행어가 어잉~?~? 이었어,,Text,2022.02.23 13:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 이제 고3되니 뒷문열면 분위기 완전 조용하고 친구가 내가 밖으로 나갈게라고 손짓함 ㅜ 애들 다들 열공하느라 ㅜㅜ,,Text,2022.02.23 13:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,급식은 가서 먹었지요 나는 3학년때 밥순이였어 예전에 말했지?,,Text,2022.02.23 13:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 진짜 우리학교애들 공부열심히하고 잘했음... 나빼고...,,Text,2022.02.23 13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,나 초등학교때 방송부한거도 얘기했어?,,Text,2022.02.23 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,이러다 진짜 나중엔 안한얘기가 없겠는데;,,Text,2022.02.23 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아 얘기했구나 ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋ,,Text,2022.02.23 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아기오빛 위해 설명해줌,,Text,2022.02.23 13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"초등학교때 3학년인가 방송부 들어가고싶어서 오디션을 봄 나의 목표는 방송부의 꽃 [아나운서]... 하지만 쉽지 않았지 선생님이 갑자기 예상에 없던 노래를 시키심... 노래? 아나운서인데 왜 노래를 시키시지? 그것은 내가 지원서에 꿈이 가수라고 적었기때문이었음 지금 생각해보면 선생님은 그저 어린아이를 놀리고싶었던 것 같기도함... 하지만 나 열정걸 하수영은 노래연습도 열심히했기에 초등학생의 감성으로 주선배님의 나쁜남자를 열창함
그것도 남자선생님 앞에서...
"" 이 나쁜 남~~~자야 이 나쁜 남~~~자야 한사람만... 너만~~~,,,,""
나는 박수를 받고 합격을 했음",,Text,2022.02.23 13:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 나 이런식으로 얘기 한 3천개 있는 듯,,Text,2022.02.23 14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하 아기바솩이들이 무슨말인지 공감을 못할수도있으니 오늘은 여기까지,,Text,2022.02.23 14:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,난 방금 병원진료 끝났따,,Text,2022.02.23 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,손톱이 들려서 빠질거래 ㅜㅠㅠㅜㅋㅋㅋㅋㅋㅋ,,Text,2022.02.23 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,닦아주시고 밴드감고나와써,,Text,2022.02.23 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,소염제 타간당,,Text,2022.02.23 14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,나 하수영 이겨낸다,,Text,2022.02.23 14:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,걱정마쇼,,Text,2022.02.23 14:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아솩이는 울지않아,,Text,2022.02.23 14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,좀 얼얼한데? 하고보니 피가나서 피닦고 연습몰입 ^.^,,Text,2022.02.23 14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,나원래 이런거 잘 몰러,,Text,2022.02.23 14:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 그거 알아?,,Text,2022.02.23 14:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그거 손톱에서 심장 뛰는 느낌,,Text,2022.02.23 14:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,뭐라해야되지,,Text,2022.02.23 14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,손톱에 심장이있는듯한..,,Text,2022.02.23 14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,마자 만화에서 보면 손가락 커져있고 손끝 커졌다 작아졌다하는 그런st,,Text,2022.02.23 14:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, 차에서 성시경 선배님의 안녕나의사랑 듣는 즁,,Text,2022.02.23 14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아잇 내 손톱은 괜차나 괜히 말했따... 걱정마시라구💖,,Text,2022.02.23 14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,저 노래 가사랑 멜로디 다좋아 진심,,Text,2022.02.23 14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Aimer - ref : rain,,Text,2022.02.23 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,들어봐!.!,,Text,2022.02.23 14:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,몬가 나는 마이너한 멜로디이지만 마냥 쳐지지않고 벅찬 노래를 좋아하는 듯해,,Text,2022.02.23 14:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,좀 슬픈데 웃으면서 달리는 느낌이어야함;,,Text,2022.02.23 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,ㅋㅋㅋㅋㅋㅋㅋ,,Text,2022.02.23 14:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"아솩플리🍎🎧
aimer - ref : rain
shout baby - Ryokuoushokushakai
정진우 - b side u
jake miller - last text
2xxx - piss on me(feat. dean & punchnello)",,Text,2022.02.23 14:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,👍,,Emoji,2022.02.23 14:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,노래 조아~???,,Text,2022.02.23 19:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,나는 연습즁ㅇ,,Text,2022.02.23 19:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아8시에 퀸덤신청이라 나중에 오래...,,Text,2022.02.23 19:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,알게써 안뇽.....,,Text,2022.02.23 19:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,ㄱ그럼 말안하고 구경만 할게...,,Text,2022.02.23 19:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,안녕...,,Text,2022.02.23 21:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,신청 잘해써?...,,Text,2022.02.23 21:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,ㅜㅜ 그래도 우리가 1등하고 잘해버리면 다음에 분명히 또 공연 할테니까 다른 오빛들도 또 볼 수 있게 1등해버릴게,,Text,2022.02.23 21:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,와 근데 쫌 감동이고 감사하다... 경쟁률있다고하니까...,,Text,2022.02.23 21:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,우리끼리는 매번 ,,Text,2022.02.23 21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,다 오실까...? 다 채울 수 있을까...? 막 이랰ㅋㅋㅋ,,Text,2022.02.23 21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그래서 매니저님이 콘서트 매진됐다고하면,,Text,2022.02.23 21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,다들 우아...~... 거짓말...~~~~~~,,Text,2022.02.23 21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,웅 근데 무대는 자신감있어 걱정마🥲♥️,,Text,2022.02.23 21:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하지만 우리애들은 자만하지 않는거 알지?,,Text,2022.02.23 21:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,애들 진짜진짜 열심히 연습즁 👍...,,Text,2022.02.23 21:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,방송나가고  이달의 소녀 좋아한다고 자랑스럽게 얘기할 수 있도록 할게•••!,,Text,2022.02.23 21:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 진짜로 우리의 목표는 1등이지맘,,Text,2022.02.23 21:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,아주 만약에 우리보다 더 열심히 준비하신 팀들이 1등을 하신다면 그게 맞구... 우리는 그 동안 못보여드렸던 무대들 원없이 보여드리는거랑 열심히하는 과정들 보여드릴 수 있는 기회로도 너무너무 감사하고 만족할듯 ㅡㅜ 그런 기회가 없었으니까,,Text,2022.02.23 21:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 이거는 나중문제고 일단 1등할거야아아악,,Text,2022.02.23 21:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,하 오빛들한테 꾸준히 생존신고할 수 있는 방송?••• 이런날도 오는구나,,Text,2022.02.23 21:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,열심히 할게💖,,Text,2022.02.23 21:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,근데 있잖아 나 말은 이렇게 잘해도,,Text,2022.02.23 21:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,오늘 손톱 소염제 먹구 너무 잠와서 연습시간 늦었다...... 레전드,,Text,2022.02.23 21:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,깜빡 잠들어버림,,Text,2022.02.23 21:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,레슨전ㅇㅔ 맞추기로 했는데 나빼고함 애들..... 진짜 레전드 쏴리,,Text,2022.02.23 21:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그 .. 너무 미안하면 미안하단말 어케할지 모르겠어서 ,,Text,2022.02.23 21:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,고민하다가 연습실 댄스홀 활짝 열고 아죄송합니다~~!!!!!!!!!!!! 함....,,Text,2022.02.23 21:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"근데 애들도 착해서
ㄱㅊㄱㅊ..
레전드~
이러고 맘",,Text,2022.02.23 21:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,그래서 보는 앞에서 오자마자 노래틀규 혼자 열심히 춤,,Text,2022.02.23 21:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,레전드? 저거 손해주임,,Text,2022.02.23 21:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
